iIdx,jIdx,sim
5373,11921,0.132104
5373,8220,0.122530
5373,4696,0.116251
5373,8275,0.109515
5373,5048,0.109153
5373,4699,0.108944
5373,2012,0.107636
5373,5154,0.107407
5373,8187,0.104294
5373,4726,0.103814
5373,5059,0.103659
5373,5028,0.102646
5373,7059,0.100606
5373,4698,0.099085
5373,5645,0.097668
5373,5089,0.097368
5373,2071,0.094982
5373,4880,0.094322
17556,27200,0.090909
17556,27896,0.089286
17556,12453,0.086207
17556,27781,0.084746
17556,21546,0.084507
17556,15655,0.081967
17556,23111,0.076923
17556,23535,0.076923
17556,13504,0.075758
17556,22885,0.075472
17556,15206,0.074074
17556,22930,0.074074
17556,18456,0.074074
17556,12731,0.073529
17556,22252,0.072727
17556,12435,0.072727
17556,21474,0.072727
17556,25891,0.072727
17556,10744,0.072289
17556,10817,0.072289
2504,3143,0.189236
2504,3193,0.183392
2504,5720,0.153952
2504,1708,0.152320
2504,2514,0.147527
2504,2214,0.145126
2504,6119,0.140814
2504,5516,0.137397
2504,3629,0.135210
2504,1471,0.121137
2504,2187,0.116996
2504,3205,0.114951
2504,2510,0.109693
2504,1072,0.107628
2504,2181,0.106923
2504,2606,0.105223
2504,849,0.103907
2504,2261,0.103896
2504,4761,0.103085
2504,2545,0.102894
10874,26497,0.238095
10874,10863,0.200000
10874,10895,0.200000
10874,17031,0.200000
10874,26650,0.190476
10874,10949,0.181818
10874,26496,0.181818
10874,30241,0.181818
10874,31878,0.176471
10874,20796,0.176471
10874,17211,0.176471
10874,32542,0.176471
10874,17113,0.173913
10874,10667,0.166667
10874,10643,0.166667
10874,17212,0.166667
10874,10907,0.166667
10874,17216,0.166667
10874,10668,0.166667
10874,21471,0.166667
23481,23496,0.217391
23481,27431,0.172414
23481,23485,0.153846
23481,21386,0.147059
23481,24858,0.137931
23481,1967,0.134328
23481,22651,0.125000
23481,28694,0.120000
23481,25808,0.120000
23481,25781,0.120000
23481,27433,0.120000
23481,32525,0.120000
23481,5576,0.118644
23481,25788,0.115385
23481,18103,0.113208
23481,23489,0.111111
23481,27021,0.107143
23481,20185,0.107143
23481,28272,0.103448
23481,12989,0.100000
4072,6394,0.085938
4072,9959,0.081481
4072,11098,0.073814
4072,4101,0.069984
4072,5242,0.069109
4072,11079,0.068362
4072,11477,0.068075
4072,9047,0.066773
4072,8836,0.065934
4072,6391,0.065455
4072,9713,0.064453
4072,10393,0.062925
4072,2439,0.062871
4072,6094,0.062500
4072,10298,0.062241
4072,11450,0.062147
4072,3850,0.061966
4072,4100,0.061321
4072,4412,0.060765
4072,1486,0.060461
25454,25381,0.307692
25454,29606,0.300000
25454,32319,0.285714
25454,25322,0.266667
25454,19665,0.222222
25454,32145,0.214286
25454,32063,0.214286
25454,25532,0.214286
25454,25330,0.214286
25454,22234,0.214286
25454,10878,0.210526
25454,31875,0.200000
25454,10668,0.200000
25454,24326,0.200000
25454,28217,0.200000
25454,12652,0.200000
25454,12435,0.200000
25454,10907,0.190476
25454,25403,0.187500
25454,29613,0.187500
15491,19307,0.125000
15491,27600,0.120000
15491,25799,0.115385
15491,18936,0.095238
15491,27524,0.088235
15491,19147,0.083333
15491,9297,0.083333
15491,18570,0.075000
15491,13048,0.073171
15491,13064,0.072727
15491,6448,0.068182
15491,9619,0.048387
15491,16344,0.044444
15491,15300,0.037037
15491,20123,0.037037
15491,15744,0.036145
15491,13778,0.034286
15491,16537,0.032520
15491,5887,0.032520
15491,14333,0.032258
20624,18953,0.181818
20624,28286,0.150000
20624,18956,0.142857
20624,18951,0.142857
20624,23149,0.125000
20624,15165,0.103448
20624,8262,0.088889
20624,12593,0.038835
20624,19000,0.034091
20624,14873,0.033708
20624,11150,0.030769
20624,10808,0.028302
20624,13237,0.026549
20624,13577,0.025210
20624,18514,0.024793
20624,11237,0.023438
20624,13554,0.020979
20624,4028,0.019802
20624,8164,0.019108
20624,4027,0.018519
30256,30278,0.400000
30256,28814,0.375000
30256,30424,0.333333
30256,26673,0.333333
30256,12793,0.250000
30256,18183,0.230769
30256,24062,0.230769
30256,29212,0.214286
30256,20328,0.157895
30256,30218,0.150000
30256,10588,0.142857
30256,23902,0.136364
30256,20615,0.130435
30256,20674,0.130435
30256,17332,0.125000
30256,22706,0.120000
30256,22784,0.120000
30256,26548,0.115385
30256,16432,0.111111
30256,21687,0.107143
19033,15382,0.054217
19033,29910,0.050000
19033,15496,0.049645
19033,15664,0.047619
19033,19609,0.047170
19033,22107,0.045872
19033,17691,0.045045
19033,21649,0.042373
19033,19810,0.041237
19033,25594,0.041237
19033,21892,0.040404
19033,17689,0.040323
19033,14151,0.039683
19033,28887,0.039604
19033,28132,0.039604
19033,22565,0.039216
19033,14411,0.039062
19033,30389,0.038835
19033,27223,0.038462
19033,12170,0.038251
23701,19718,0.157895
23701,21578,0.150000
23701,21817,0.115385
23701,29471,0.107143
23701,10654,0.093750
23701,9880,0.090909
23701,17332,0.073171
23701,10664,0.068182
23701,10678,0.065574
23701,10735,0.065574
23701,25191,0.065217
23701,14146,0.063830
23701,13985,0.061224
23701,22603,0.060000
23701,16233,0.055556
23701,22593,0.054545
23701,10954,0.053571
23701,10953,0.053571
23701,16276,0.052632
23701,14145,0.050847
1701,1212,0.218281
1701,3205,0.178360
1701,1386,0.152342
1701,850,0.149947
1701,2214,0.145986
1701,1336,0.145778
1701,120,0.144022
1701,161,0.141764
1701,2187,0.140614
1701,2545,0.138838
1701,282,0.135264
1701,1395,0.134838
1701,3431,0.134671
1701,119,0.134377
1701,1373,0.134235
1701,269,0.134092
1701,1355,0.133040
1701,1393,0.132214
1701,1839,0.127852
1701,3629,0.127094
16764,6480,0.161290
16764,15785,0.135593
16764,15783,0.106667
16764,25967,0.103448
16764,23361,0.100000
16764,28568,0.095238
16764,20582,0.086957
16764,16751,0.080645
16764,20082,0.072727
16764,27121,0.071429
16764,12255,0.070000
16764,26256,0.069767
16764,28566,0.068182
16764,13029,0.067797
16764,16795,0.066667
16764,18650,0.066667
16764,21233,0.065217
16764,27034,0.064516
16764,19183,0.064103
16764,21220,0.063830
6590,8108,0.209481
6590,4688,0.167852
6590,2007,0.145520
6590,5933,0.137803
6590,6587,0.134921
6590,3593,0.134028
6590,3979,0.132550
6590,3650,0.129653
6590,2047,0.128358
6590,3596,0.125110
6590,3606,0.123794
6590,5587,0.123133
6590,4687,0.121743
6590,6948,0.120599
6590,4554,0.116573
6590,9316,0.115894
6590,6594,0.114965
6590,6584,0.114909
6590,5274,0.114445
6590,5640,0.112558
9069,6739,0.089595
9069,9070,0.087940
9069,3828,0.087146
9069,6629,0.083744
9069,9072,0.083189
9069,7257,0.082040
9069,6728,0.079051
9069,7219,0.078804
9069,9732,0.077220
9069,19547,0.076433
9069,7223,0.074163
9069,2843,0.072948
9069,11856,0.072581
9069,9117,0.072562
9069,13962,0.071895
9069,9100,0.070866
9069,11098,0.070513
9069,11911,0.070213
9069,7234,0.070064
9069,6101,0.069307
25456,25464,0.714286
25456,25465,0.625000
25456,25471,0.444444
25456,24456,0.363636
25456,24468,0.272727
25456,27872,0.272727
25456,24464,0.250000
25456,19846,0.250000
25456,24481,0.230769
25456,28062,0.214286
25456,23065,0.214286
25456,24436,0.181818
25456,25393,0.166667
25456,11969,0.166667
25456,24450,0.142857
25456,24406,0.125000
25456,24907,0.090909
25456,16072,0.088235
25456,19745,0.085714
25456,17021,0.062500
27972,25483,0.171429
27972,31819,0.162162
27972,25443,0.125000
27972,24572,0.121951
27972,31855,0.114286
27972,32083,0.111111
27972,30064,0.111111
27972,13718,0.107143
27972,17509,0.106383
27972,23060,0.106383
27972,24534,0.106383
27972,18344,0.105263
27972,24577,0.105263
27972,23065,0.105263
27972,23167,0.102564
27972,30034,0.102564
27972,25444,0.102564
27972,26930,0.100000
27972,25365,0.100000
27972,25366,0.097561
32160,8340,0.028846
32160,8235,0.021277
32160,13650,0.012876
32160,5913,0.011538
32160,8231,0.010870
32160,7780,0.010417
32160,4818,0.009967
32160,8073,0.009494
32160,4394,0.006637
32160,5585,0.006329
32160,12351,0.006289
32160,4957,0.004870
32160,6705,0.004121
32160,1792,0.003451
32160,5448,0.003440
32160,4659,0.003175
32160,658,0.002936
32160,597,0.002750
32160,7094,0.002722
32160,4200,0.002362
30807,30814,0.428571
30807,28717,0.250000
30807,22307,0.230769
30807,27937,0.230769
30807,27650,0.200000
30807,23455,0.200000
30807,27216,0.200000
30807,23524,0.187500
30807,25836,0.176471
30807,27385,0.166667
30807,16386,0.166667
30807,21847,0.150000
30807,20082,0.150000
30807,16067,0.142857
30807,10759,0.133333
30807,25345,0.120000
30807,28512,0.111111
30807,12424,0.107143
30807,25851,0.107143
30807,26861,0.100000
12391,10224,0.151292
12391,10501,0.145038
12391,10364,0.141104
12391,14931,0.130612
12391,11982,0.129167
12391,3923,0.128079
12391,6808,0.125523
12391,10373,0.123711
12391,10611,0.120773
12391,10421,0.119403
12391,9785,0.118483
12391,6642,0.118110
12391,6299,0.117089
12391,17038,0.116608
12391,18738,0.114815
12391,16544,0.114754
12391,12764,0.113846
12391,16216,0.111111
12391,14382,0.110320
12391,10154,0.108225
5642,5640,0.166667
5642,5881,0.152542
5642,5605,0.148438
5642,10978,0.144295
5642,12470,0.139806
5642,3730,0.126298
5642,10940,0.125490
5642,4721,0.125364
5642,5833,0.124567
5642,11001,0.121849
5642,10916,0.114894
5642,17957,0.112676
5642,4729,0.112527
5642,13497,0.111821
5642,7576,0.111576
5642,10979,0.109756
5642,5831,0.109661
5642,11011,0.106529
5642,13110,0.104895
5642,7543,0.104790
23117,12666,0.033333
23117,4727,0.022222
23117,2011,0.017045
23117,4987,0.013752
23117,13110,0.010753
23117,11538,0.008403
23117,6043,0.007984
23117,12828,0.007557
23117,4735,0.007109
23117,11406,0.007026
23117,917,0.006961
23117,5028,0.006579
23117,7066,0.005758
23117,3707,0.005464
23117,1801,0.005042
23117,6093,0.004854
23117,7646,0.004831
23117,3606,0.004815
23117,3616,0.004785
23117,4787,0.004266
20103,16417,0.125000
20103,19497,0.098765
20103,24146,0.093023
20103,15343,0.090909
20103,24089,0.090909
20103,24145,0.088889
20103,13608,0.087912
20103,14606,0.079646
20103,24667,0.076923
20103,16251,0.076923
20103,16331,0.075949
20103,20868,0.074074
20103,22089,0.071429
20103,18457,0.071429
20103,8571,0.070423
20103,24170,0.069767
20103,28778,0.066667
20103,24090,0.065217
20103,24140,0.064516
20103,24136,0.064516
2434,2124,0.147355
2434,90,0.142639
2434,5478,0.137919
2434,2129,0.134992
2434,3857,0.128113
2434,1285,0.127265
2434,2127,0.114373
2434,1008,0.112429
2434,3119,0.111831
2434,2154,0.111790
2434,937,0.109579
2434,960,0.108260
2434,1313,0.106749
2434,1245,0.105582
2434,2,0.104486
2434,2158,0.102532
2434,2201,0.099323
2434,4221,0.099133
2434,935,0.098189
2434,1034,0.097205
18918,18915,0.666667
18918,12603,0.470588
18918,27119,0.454545
18918,27110,0.416667
18918,27108,0.416667
18918,27104,0.416667
18918,18909,0.400000
18918,8713,0.384615
18918,8643,0.384615
18918,8671,0.384615
18918,8601,0.384615
18918,8633,0.384615
18918,8639,0.384615
18918,8674,0.384615
18918,8611,0.384615
18918,8483,0.384615
18918,8709,0.357143
18918,8532,0.357143
18918,8691,0.357143
18918,8576,0.357143
4422,4421,0.162069
4422,4424,0.158046
4422,9517,0.149935
4422,2326,0.118741
4422,11071,0.117409
4422,8961,0.114566
4422,4462,0.110280
4422,14924,0.110000
4422,10430,0.109677
4422,7186,0.109220
4422,10263,0.107822
4422,9970,0.107619
4422,9002,0.103448
4422,5302,0.101747
4422,10204,0.099338
4422,14663,0.098214
4422,10416,0.097421
4422,9995,0.097222
4422,10046,0.097113
4422,14643,0.097059
25464,25456,0.714286
25464,25465,0.666667
25464,24456,0.545455
25464,25471,0.500000
25464,25414,0.444444
25464,25466,0.333333
25464,24468,0.333333
25464,25511,0.333333
25464,28087,0.333333
25464,25541,0.333333
25464,24464,0.307692
25464,19846,0.307692
25464,27754,0.300000
25464,25461,0.300000
25464,27912,0.300000
25464,25426,0.300000
25464,27858,0.300000
25464,24586,0.300000
25464,28069,0.300000
25464,23654,0.300000
15963,15968,0.500000
15963,17400,0.117021
15963,28716,0.115385
15963,20634,0.113208
15963,15655,0.111111
15963,22593,0.095890
15963,27781,0.094340
15963,25319,0.090909
15963,26127,0.088889
15963,25223,0.086957
15963,23933,0.086207
15963,10967,0.085714
15963,23609,0.085106
15963,17030,0.083333
15963,18064,0.081633
15963,15954,0.081081
15963,19767,0.081081
15963,28215,0.081081
15963,32145,0.081081
15963,30812,0.081081
18147,18178,0.068182
18147,11254,0.007937
18147,4899,0.006024
18147,5028,0.005051
18147,666,0.004630
18147,597,0.004591
18147,5850,0.004104
18147,4889,0.003995
18147,6945,0.003861
18147,487,0.003713
18147,5108,0.003613
18147,5000,0.003464
18147,6054,0.002962
18147,4987,0.002959
18147,1974,0.002498
18147,6483,0.002481
18147,1761,0.002385
18147,567,0.002316
18147,4855,0.002126
18147,1763,0.002107
19113,20542,0.229167
19113,18067,0.213483
19113,32181,0.194444
19113,19093,0.189655
19113,12201,0.184615
19113,22665,0.163265
19113,29919,0.157895
19113,15948,0.155172
19113,28172,0.153846
19113,19052,0.150685
19113,18162,0.150000
19113,16844,0.142857
19113,12226,0.142857
19113,12175,0.140625
19113,18082,0.140000
19113,22706,0.137255
19113,26368,0.134615
19113,18366,0.134328
19113,12182,0.132353
19113,19164,0.131579
21902,15248,0.116667
21902,22237,0.116279
21902,26450,0.113636
21902,31252,0.108108
21902,29900,0.102564
21902,18064,0.102041
21902,31698,0.100000
21902,29010,0.100000
21902,28196,0.100000
21902,17321,0.098039
21902,27768,0.095238
21902,29450,0.095238
21902,29910,0.095238
21902,29879,0.093023
21902,27366,0.093023
21902,12047,0.092593
21902,9286,0.090909
21902,25191,0.090909
21902,30042,0.090909
21902,26380,0.089286
1923,6681,0.094496
1923,1763,0.084787
1923,1891,0.078089
1923,5204,0.072574
1923,4521,0.071972
1923,1981,0.068576
1923,2733,0.066638
1923,11519,0.065700
1923,367,0.064498
1923,4846,0.064366
1923,6074,0.063686
1923,567,0.063572
1923,7388,0.063521
1923,7042,0.063300
1923,6945,0.062750
1923,6039,0.061970
1923,2106,0.061169
1923,6034,0.060853
1923,4532,0.060843
1923,7742,0.060203
22731,17241,0.176471
22731,24572,0.166667
22731,17123,0.060000
22731,15262,0.035294
22731,9663,0.030928
22731,9488,0.028302
22731,19245,0.026786
22731,10689,0.026316
22731,11692,0.023077
22731,9645,0.022222
22731,12293,0.022222
22731,15091,0.021277
22731,17644,0.019355
22731,16540,0.017857
22731,4738,0.015873
22731,14276,0.014706
22731,5702,0.014218
22731,3706,0.014019
22731,14631,0.013699
22731,10798,0.013453
14420,14435,0.192308
14420,21738,0.169811
14420,14868,0.169811
14420,14411,0.169014
14420,21897,0.156863
14420,14396,0.155172
14420,19566,0.152542
14420,14023,0.151515
14420,21817,0.150943
14420,21757,0.150000
14420,16072,0.149254
14420,14424,0.148936
14420,15061,0.142857
14420,21840,0.142857
14420,14824,0.141176
14420,21649,0.140625
14420,19633,0.140625
14420,21754,0.140351
14420,21686,0.137931
14420,17700,0.135135
10539,18366,0.112069
10539,15957,0.108333
10539,12556,0.096491
10539,22693,0.092784
10539,15116,0.091429
10539,21910,0.082569
10539,18710,0.076190
10539,7418,0.076023
10539,19793,0.074468
10539,28489,0.074468
10539,23892,0.073684
10539,3347,0.069672
10539,33,0.068750
10539,18257,0.068182
10539,18405,0.067961
10539,18701,0.066667
10539,13688,0.066667
10539,18406,0.064815
10539,19950,0.064220
10539,18707,0.063830
15616,8513,0.208333
15616,21190,0.208333
15616,8571,0.192308
15616,8084,0.184211
15616,8473,0.182927
15616,8393,0.171429
15616,8341,0.170732
15616,8523,0.166667
15616,8192,0.166667
15616,8494,0.163265
15616,8101,0.160920
15616,8594,0.158730
15616,27114,0.158730
15616,8107,0.158537
15616,21180,0.156250
15616,8456,0.155844
15616,7990,0.155340
15616,8381,0.154762
15616,8559,0.151515
15616,16738,0.151163
19221,13580,0.069767
19221,22378,0.038462
19221,1778,0.018519
19221,8311,0.018293
19221,2368,0.018182
19221,13536,0.016575
19221,7878,0.012987
19221,12244,0.012245
19221,13366,0.011494
19221,10845,0.011407
19221,6598,0.011364
19221,5416,0.010909
19221,10373,0.010274
19221,4870,0.010101
19221,8220,0.009479
19221,4947,0.009375
19221,9274,0.009040
19221,4191,0.009036
19221,6441,0.008646
19221,5373,0.008511
19939,24578,0.400000
19939,25523,0.333333
19939,24576,0.333333
19939,24579,0.307692
19939,24541,0.300000
19939,30061,0.300000
19939,24586,0.300000
19939,30062,0.300000
19939,7636,0.300000
19939,26896,0.272727
19939,24565,0.272727
19939,24577,0.266667
19939,30042,0.266667
19939,22298,0.250000
19939,24536,0.250000
19939,22299,0.250000
19939,25424,0.250000
19939,23892,0.235294
19939,25511,0.230769
19939,30043,0.230769
27258,19342,0.250000
27258,20091,0.214286
27258,22257,0.187500
27258,18027,0.111111
27258,15449,0.103448
27258,13262,0.100000
27258,26862,0.088235
27258,19497,0.057692
27258,7101,0.049020
27258,10940,0.037975
27258,11539,0.037037
27258,14606,0.035294
27258,8233,0.030303
27258,5465,0.025424
27258,8202,0.023810
27258,13544,0.022388
27258,8128,0.022321
27258,1927,0.021583
27258,6742,0.021429
27258,13768,0.018868
14505,10978,0.162011
14505,10977,0.155405
14505,15103,0.132231
14505,13516,0.130435
14505,10979,0.129032
14505,13517,0.122449
14505,10982,0.121739
14505,13110,0.118033
14505,11001,0.113889
14505,11003,0.108333
14505,10953,0.106195
14505,10955,0.105769
14505,13100,0.101124
14505,14503,0.100000
14505,10954,0.096491
14505,13630,0.096000
14505,12264,0.095890
14505,21548,0.093458
14505,13894,0.092199
14505,5605,0.092199
23695,23123,0.103448
23695,20067,0.097561
23695,26982,0.093023
23695,14592,0.089286
23695,30590,0.088889
23695,22297,0.078947
23695,12850,0.078947
23695,29403,0.078947
23695,3620,0.078947
23695,28747,0.076923
23695,25922,0.076923
23695,19167,0.075758
23695,20747,0.075000
23695,23517,0.073171
23695,29773,0.073171
23695,24908,0.073171
23695,26972,0.071429
23695,25738,0.071429
23695,22570,0.071429
23695,28178,0.071429
2996,5536,0.099024
2996,3303,0.095729
2996,9425,0.091473
2996,248,0.089796
2996,4877,0.089752
2996,4837,0.088449
2996,2751,0.087738
2996,3308,0.087567
2996,6384,0.085932
2996,2395,0.082725
2996,5808,0.082380
2996,5848,0.081757
2996,5984,0.081041
2996,5097,0.080895
2996,6242,0.080451
2996,5468,0.079130
2996,4549,0.078997
2996,2748,0.078267
2996,1670,0.078177
2996,1680,0.077326
4602,4601,0.156576
4602,5385,0.155681
4602,3158,0.152985
4602,4162,0.149296
4602,2489,0.138085
4602,2493,0.122133
4602,3431,0.115583
4602,6132,0.108780
4602,9984,0.108509
4602,4756,0.106977
4602,5675,0.105097
4602,2486,0.104759
4602,8756,0.104212
4602,3407,0.099202
4602,3409,0.098973
4602,5720,0.098218
4602,2601,0.095789
4602,4452,0.093294
4602,2487,0.092434
4602,3205,0.092372
17478,29212,0.184211
17478,25222,0.163636
17478,25190,0.162162
17478,30969,0.135135
17478,25173,0.132353
17478,27567,0.130435
17478,19646,0.125000
17478,24977,0.119048
17478,25194,0.111111
17478,18743,0.109756
17478,24845,0.109091
17478,20319,0.108696
17478,25220,0.108696
17478,25195,0.106383
17478,23702,0.106383
17478,25213,0.106383
17478,19699,0.104167
17478,23512,0.102564
17478,26650,0.102564
17478,24850,0.102564
3500,3489,0.137063
3500,228,0.130914
3500,6612,0.128880
3500,3892,0.127277
3500,1599,0.120365
3500,2365,0.120211
3500,432,0.117906
3500,2729,0.117256
3500,1225,0.115371
3500,3015,0.115289
3500,5225,0.114907
3500,3530,0.112961
3500,4243,0.108776
3500,379,0.106900
3500,321,0.106868
3500,2705,0.105846
3500,401,0.104489
3500,3305,0.103456
3500,4801,0.102909
3500,447,0.102073
31281,31286,0.625000
31281,31276,0.555556
31281,26029,0.454545
31281,31279,0.444444
31281,32070,0.300000
31281,31314,0.235294
31281,17897,0.193548
31281,31290,0.166667
31281,12870,0.148148
31281,21927,0.142857
31281,17811,0.125000
31281,17780,0.100000
31281,11788,0.060606
31281,17944,0.059701
31281,12803,0.041096
31281,15135,0.038961
31281,11187,0.037975
31281,15130,0.029197
31281,15137,0.022388
31281,8927,0.019737
28678,24254,0.285714
28678,29956,0.285714
28678,32138,0.272727
28678,29883,0.235294
28678,29981,0.230769
28678,17349,0.192308
28678,26557,0.192308
28678,22574,0.190476
28678,26644,0.187500
28678,24321,0.176471
28678,22227,0.166667
28678,20019,0.142857
28678,18584,0.136364
28678,23630,0.136364
28678,26129,0.136364
28678,20554,0.130435
28678,20868,0.130435
28678,22832,0.129032
28678,9415,0.121212
28678,23702,0.120000
26410,9619,0.026316
26410,5154,0.020000
26410,8504,0.018519
26410,8443,0.009009
26410,3707,0.007505
26410,8220,0.007426
26410,5107,0.007282
26410,5373,0.006637
26410,8771,0.006110
26410,5007,0.006110
26410,6952,0.005671
26410,2748,0.005137
26410,8886,0.004280
26410,6990,0.004054
26410,3671,0.004011
26410,4962,0.003886
26410,6945,0.003861
26410,3973,0.003676
26410,1804,0.003215
26410,9862,0.003202
29384,16666,0.096774
29384,5583,0.011070
29384,5097,0.007109
29384,6054,0.005935
29384,11275,0.005839
29384,5285,0.005217
29384,3673,0.004831
29384,4549,0.004515
29384,4280,0.003774
29384,6452,0.003405
29384,5959,0.002580
29384,5496,0.002494
29384,3334,0.002288
29384,3336,0.002280
29384,4561,0.002085
29384,5586,0.002079
29384,3686,0.001650
29384,667,0.001557
29384,3683,0.001495
29384,3021,0.001415
3789,12967,0.115385
3789,22410,0.073171
3789,12999,0.071429
3789,15486,0.069767
3789,3768,0.068966
3789,12586,0.068182
3789,23947,0.065217
3789,28259,0.063830
3789,6480,0.063492
3789,12576,0.062500
3789,13222,0.061905
3789,15165,0.061224
3789,22438,0.060000
3789,11237,0.055944
3789,21326,0.055556
3789,20376,0.054545
3789,7795,0.052632
3789,27034,0.051724
3789,18256,0.051724
3789,19067,0.051724
6715,6714,0.076923
6715,2439,0.075036
6715,2591,0.074592
6715,6732,0.074074
6715,11841,0.059441
6715,10299,0.057325
6715,9337,0.056485
6715,11842,0.056338
6715,22485,0.055814
6715,14233,0.055205
6715,4072,0.054217
6715,18651,0.053922
6715,5740,0.053125
6715,11464,0.052402
6715,10056,0.052209
6715,20132,0.052133
6715,3850,0.051672
6715,13825,0.050000
6715,3801,0.050000
6715,9960,0.049505
14448,14477,0.250000
14448,28857,0.230769
14448,14458,0.230769
14448,32454,0.230769
14448,32455,0.230769
14448,10668,0.214286
14448,32413,0.214286
14448,22396,0.208333
14448,14449,0.200000
14448,16555,0.200000
14448,30623,0.200000
14448,32436,0.200000
14448,14459,0.200000
14448,30628,0.187500
14448,30630,0.187500
14448,14434,0.187500
14448,28847,0.181818
14448,14424,0.176471
14448,14423,0.176471
14448,32254,0.176471
28787,24850,0.217391
28787,6869,0.166667
28787,27567,0.156250
28787,25095,0.153846
28787,18618,0.153846
28787,28689,0.150000
28787,20796,0.150000
28787,32454,0.150000
28787,7077,0.147059
28787,25788,0.142857
28787,10953,0.142857
28787,28814,0.142857
28787,25192,0.137931
28787,29900,0.136364
28787,30623,0.136364
28787,31480,0.136364
28787,28902,0.136364
28787,30490,0.136364
28787,15655,0.131579
28787,21892,0.130435
21979,20369,0.139535
21979,23936,0.127273
21979,19883,0.121212
21979,25232,0.119048
21979,30542,0.119048
21979,30530,0.119048
21979,26299,0.116279
21979,22564,0.111111
21979,32469,0.108108
21979,23933,0.103448
21979,22518,0.100000
21979,27758,0.100000
21979,31024,0.100000
21979,25872,0.100000
21979,9902,0.100000
21979,28706,0.097561
21979,16648,0.096154
21979,19713,0.096154
21979,11545,0.095745
21979,22525,0.095238
1394,1559,0.110226
1394,4193,0.095408
1394,3052,0.089947
1394,8759,0.089936
1394,4372,0.084755
1394,1164,0.084195
1394,1393,0.084171
1394,6337,0.083333
1394,1563,0.081802
1394,3051,0.080577
1394,1514,0.079785
1394,4130,0.078751
1394,1464,0.077548
1394,1202,0.077164
1394,2286,0.075331
1394,1162,0.075000
1394,1396,0.074535
1394,1496,0.073832
1394,2441,0.073263
1394,4411,0.073110
1961,6439,0.118755
1961,1962,0.116529
1961,5683,0.101945
1961,12420,0.094028
1961,1960,0.092199
1961,6979,0.091521
1961,3347,0.083897
1961,6434,0.078241
1961,5254,0.077771
1961,10631,0.072603
1961,3978,0.070393
1961,20532,0.069592
1961,11290,0.068884
1961,4676,0.067340
1961,3968,0.067300
1961,6346,0.066610
1961,5436,0.065150
1961,7418,0.064706
1961,4641,0.064690
1961,1912,0.063433
510,246,0.230206
510,526,0.226788
510,1661,0.221113
510,437,0.214901
510,442,0.210524
510,41,0.203076
510,239,0.198702
510,536,0.188366
510,371,0.187569
510,459,0.187375
510,1641,0.184472
510,411,0.183826
510,524,0.183636
510,538,0.180865
510,419,0.179557
510,460,0.179207
510,3804,0.178443
510,607,0.175642
510,1551,0.175061
510,420,0.173618
10560,10730,0.216216
10560,14146,0.181818
10560,17021,0.175676
10560,17689,0.171875
10560,23588,0.170213
10560,14145,0.168831
10560,19562,0.160714
10560,10644,0.148760
10560,17695,0.147059
10560,14411,0.144928
10560,10574,0.144578
10560,6157,0.142857
10560,10459,0.141304
10560,19607,0.141026
10560,23609,0.140000
10560,31174,0.139535
10560,18366,0.138889
10560,10726,0.136986
10560,10529,0.134615
10560,10769,0.133333
1526,4087,0.142373
1526,3038,0.124331
1526,8819,0.121875
1526,3279,0.118672
1526,988,0.118390
1526,1514,0.114822
1526,1513,0.113649
1526,3248,0.109574
1526,1504,0.107697
1526,1516,0.104512
1526,2820,0.103748
1526,4318,0.100570
1526,3039,0.100530
1526,4590,0.100366
1526,2819,0.100348
1526,5365,0.100280
1526,3452,0.098075
1526,8818,0.097979
1526,2830,0.097778
1526,1515,0.095984
9480,26510,0.150000
9480,6156,0.130435
9480,18388,0.108108
9480,16502,0.075000
9480,9467,0.062500
9480,13436,0.055046
9480,22069,0.044118
9480,15192,0.033708
9480,12970,0.031250
9480,9488,0.026786
9480,9344,0.016129
9480,8848,0.015075
9480,12931,0.014634
9480,12029,0.014423
9480,16385,0.013575
9480,11836,0.013274
9480,10288,0.012876
9480,7360,0.012658
9480,6570,0.012500
9480,12420,0.012448
25054,31698,0.272727
25054,25095,0.200000
25054,15686,0.166667
25054,18903,0.100000
25054,17700,0.071429
25054,2371,0.018957
25054,12333,0.017751
25054,14276,0.014634
25054,6629,0.013953
25054,13110,0.011321
25054,3828,0.010949
25054,11071,0.010714
25054,9127,0.009804
25054,5873,0.009585
25054,4027,0.009464
25054,1633,0.008902
25054,7066,0.005917
25054,1643,0.004451
25054,5631,0.004335
25054,3476,0.004202
4101,14233,0.091864
4101,6997,0.089482
4101,4100,0.080569
4101,6495,0.079918
4101,9337,0.075684
4101,4491,0.074695
4101,3192,0.074219
4101,10299,0.073052
4101,4072,0.069984
4101,4201,0.068966
4101,3850,0.067086
4101,8836,0.061444
4101,8806,0.060550
4101,3486,0.059361
4101,2906,0.057671
4101,7025,0.056623
4101,9047,0.055641
4101,9993,0.054446
4101,5244,0.054335
4101,9507,0.054024
30200,29551,0.375000
30200,31507,0.363636
30200,22317,0.200000
30200,15238,0.081081
30200,10817,0.058824
30200,12231,0.057692
30200,11035,0.047619
30200,15297,0.046154
30200,17606,0.041096
30200,14566,0.037975
30200,5833,0.025862
30200,15944,0.023622
30200,15610,0.022901
30200,13768,0.018987
30200,12244,0.017699
30200,12029,0.014778
30200,3365,0.014286
30200,6635,0.010714
30200,10403,0.009772
