iIdx,jIdx,sim
17113,14424,0.166667
27767,27051,0.235294
27767,22505,0.200000
27767,23609,0.200000
27767,17030,0.192308
27767,27838,0.187500
27767,27910,0.187500
27767,23688,0.187500
27767,30281,0.187500
27767,25404,0.187500
27767,25220,0.185185
27767,22194,0.185185
27767,24326,0.181818
27767,29212,0.181818
27767,27754,0.176471
27767,20665,0.176471
27767,27912,0.176471
27767,27804,0.176471
27767,27903,0.176471
27767,24571,0.176471
27767,24645,0.173913
23443,20138,0.088889
23443,21706,0.083333
23443,20004,0.078947
23443,12036,0.075000
23443,12213,0.063830
23443,24244,0.060000
23443,27039,0.050847
23443,9209,0.048780
23443,4847,0.045455
23443,12046,0.041667
23443,12713,0.041096
23443,22156,0.040541
23443,19094,0.039474
23443,12706,0.039370
23443,15679,0.038835
23443,11868,0.034188
23443,15029,0.033557
23443,13494,0.033333
23443,15557,0.032258
23443,18690,0.030303
10557,10515,0.223278
10557,11785,0.167969
10557,10626,0.156667
10557,9833,0.152597
10557,6780,0.148000
10557,10224,0.147887
10557,15944,0.147727
10557,13477,0.146245
10557,10644,0.139918
10557,10154,0.138528
10557,9528,0.137466
10557,3098,0.137441
10557,16592,0.137124
10557,6808,0.136546
10557,10449,0.135021
10557,10760,0.134185
10557,13154,0.132653
10557,51,0.131783
10557,10574,0.131068
10557,12393,0.129944
589,4041,0.220528
589,529,0.217909
589,3992,0.202849
589,619,0.193515
589,528,0.192012
589,647,0.185528
589,2582,0.183755
589,1790,0.178280
589,575,0.178098
589,618,0.174196
589,3305,0.171900
589,615,0.168541
589,1794,0.168523
589,2463,0.167749
589,656,0.166228
589,4686,0.165216
589,868,0.163617
589,547,0.163070
589,489,0.160914
589,2766,0.160883
30863,25545,0.333333
30863,25492,0.333333
30863,24579,0.250000
30863,30042,0.214286
30863,24572,0.166667
30863,18508,0.125000
30863,24907,0.090909
30863,19093,0.083333
30863,24215,0.081081
30863,9488,0.028302
30863,16369,0.028302
30863,19245,0.026786
30863,12566,0.023077
30863,12250,0.019355
30863,11290,0.010949
30863,8741,0.009585
30863,10916,0.009554
30863,8898,0.007500
30863,7403,0.004464
30863,7448,0.003866
15590,15599,0.229885
15590,2073,0.200000
15590,18762,0.083333
15590,8928,0.080645
15590,12656,0.078125
15590,8926,0.074074
15590,15580,0.072727
15590,19946,0.072289
15590,20126,0.060976
15590,2040,0.053097
15590,8927,0.051402
15590,21461,0.049587
15590,16004,0.049180
15590,15595,0.048077
15590,3700,0.047771
15590,22537,0.047619
15590,15601,0.047059
15590,1972,0.046296
15590,22069,0.046154
15590,30120,0.045977
30657,27983,0.250000
30657,26389,0.230769
30657,26430,0.200000
30657,20994,0.115385
30657,26368,0.103448
30657,12090,0.103448
30657,27034,0.100000
30657,21221,0.081081
30657,8084,0.081081
30657,17586,0.071429
30657,8107,0.071429
30657,20297,0.066667
30657,19183,0.063830
30657,7800,0.056180
30657,16733,0.046875
30657,8524,0.046875
30657,7990,0.045455
30657,19094,0.041667
30657,14186,0.040000
30657,18067,0.038462
23364,29711,0.187500
23364,32568,0.187500
23364,22106,0.176471
23364,29984,0.176471
23364,30971,0.166667
23364,29901,0.166667
23364,29898,0.150000
23364,29036,0.150000
23364,24353,0.150000
23364,30172,0.142857
23364,24080,0.136364
23364,29821,0.136364
23364,30912,0.125000
23364,16386,0.111111
23364,21213,0.103448
23364,22585,0.103448
23364,23363,0.100000
23364,21291,0.096774
23364,25922,0.090909
23364,24253,0.090909
7108,23941,0.118644
7108,16417,0.116883
7108,23043,0.105263
7108,21609,0.090909
7108,5870,0.086294
7108,24045,0.083333
7108,21603,0.080000
7108,20037,0.080000
7108,20868,0.080000
7108,23946,0.080000
7108,25962,0.078431
7108,14626,0.078125
7108,28686,0.076923
7108,28639,0.076923
7108,8454,0.075472
7108,7412,0.074074
7108,16582,0.074074
7108,20386,0.073529
7108,18508,0.072727
7108,8119,0.072289
26710,26597,0.333333
26710,26706,0.300000
26710,25580,0.272727
26710,26676,0.272727
26710,29918,0.250000
26710,26749,0.250000
26710,26700,0.250000
26710,29526,0.214286
26710,26578,0.200000
26710,24321,0.200000
26710,26751,0.200000
26710,19986,0.166667
26710,24253,0.160000
26710,21111,0.150000
26710,22574,0.150000
26710,26538,0.142857
26710,26649,0.142857
26710,19989,0.125000
26710,16835,0.120000
26710,17349,0.115385
29790,32120,0.444444
29790,31237,0.333333
29790,29782,0.272727
29790,26682,0.250000
29790,24374,0.250000
29790,26502,0.214286
29790,27002,0.210526
29790,26497,0.200000
29790,26496,0.200000
29790,10784,0.190476
29790,19704,0.173913
29790,24263,0.166667
29790,24432,0.157895
29790,19390,0.142857
29790,26807,0.136364
29790,20886,0.130435
29790,25921,0.130435
29790,19608,0.130435
29790,23123,0.121212
29790,21780,0.120000
24572,24579,0.529412
24572,24577,0.473684
24572,24554,0.421053
24572,19793,0.380952
24572,25545,0.352941
24572,24578,0.352941
24572,24565,0.352941
24572,23065,0.333333
24572,31819,0.318182
24572,24576,0.315789
24572,32276,0.312500
24572,30064,0.300000
24572,19846,0.300000
24572,24541,0.294118
24572,30062,0.294118
24572,23164,0.294118
24572,25483,0.285714
24572,25521,0.277778
24572,25492,0.277778
24572,24558,0.277778
25771,14728,0.096774
25771,20320,0.054545
25771,7765,0.042254
25771,10152,0.041667
25771,17606,0.039474
25771,10026,0.038961
25771,15447,0.036145
25771,14079,0.035294
25771,3697,0.034783
25771,10093,0.033708
25771,20364,0.033613
25771,11807,0.031915
25771,17476,0.031250
25771,6732,0.027523
25771,6808,0.027273
25771,15090,0.023622
25771,10123,0.023256
25771,12394,0.019737
25771,68,0.019608
25771,10364,0.014085
17899,17890,0.437500
17899,17860,0.341463
17899,17908,0.333333
17899,17898,0.333333
17899,17903,0.312500
17899,24123,0.310345
17899,17850,0.310345
17899,17790,0.307692
17899,15141,0.305556
17899,17817,0.305556
17899,31800,0.304348
17899,17979,0.296296
17899,17870,0.281250
17899,17807,0.281250
17899,17730,0.278689
17899,17910,0.275862
17899,23302,0.275000
17899,17888,0.269231
17899,23351,0.259259
17899,23329,0.250000
23433,23430,0.250000
23433,25271,0.230769
23433,17068,0.173913
23433,25223,0.150000
23433,29263,0.150000
23433,23431,0.136364
23433,12523,0.107143
23433,21546,0.100000
23433,24745,0.085714
23433,10851,0.064516
23433,21110,0.058824
23433,6219,0.039474
23433,8140,0.037975
23433,5466,0.033333
23433,11807,0.032258
23433,4920,0.031250
23433,11922,0.030075
23433,9663,0.030000
23433,11133,0.021583
23433,9685,0.021127
30875,16715,0.097561
30875,22471,0.090909
30875,6705,0.004115
30875,3010,0.003297
30875,5496,0.002494
30875,4681,0.002292
30875,977,0.002230
30875,3676,0.002188
30875,4261,0.002180
30875,1563,0.002045
30875,3754,0.001877
30875,3088,0.001620
30875,6542,0.001370
30875,3308,0.001240
30875,627,0.001141
30875,647,0.001028
30875,4308,0.000975
30875,2420,0.000957
30875,3766,0.000955
30875,4007,0.000906
28638,29506,0.200000
28638,28549,0.187500
28638,28182,0.176471
28638,8393,0.103448
28638,12060,0.083333
28638,12810,0.058824
28638,16733,0.046875
28638,8358,0.041096
28638,8564,0.029851
28638,8340,0.028037
28638,2071,0.018072
28638,4727,0.011494
28638,4806,0.010178
28638,8350,0.007874
28638,5463,0.006088
28638,7270,0.005976
28638,6952,0.005639
28638,5850,0.005457
28638,5000,0.003452
28638,5448,0.003429
21122,28131,0.266667
21122,26380,0.250000
21122,18376,0.212766
21122,19318,0.203704
21122,19099,0.200000
21122,18102,0.195652
21122,20019,0.190476
21122,18790,0.187500
21122,26368,0.180000
21122,12254,0.180000
21122,12213,0.177419
21122,19066,0.170213
21122,16738,0.169231
21122,20494,0.166667
21122,18583,0.166667
21122,18532,0.164948
21122,19094,0.159091
21122,12500,0.157895
21122,20297,0.153846
21122,27034,0.153846
17456,16785,0.192308
17456,23686,0.181818
17456,21256,0.176471
17456,14619,0.173913
17456,23977,0.157895
17456,27114,0.153846
17456,20587,0.153846
17456,24160,0.150000
17456,29049,0.150000
17456,23982,0.150000
17456,12315,0.148148
17456,31436,0.142857
17456,8691,0.136364
17456,26644,0.136364
17456,8709,0.136364
17456,8532,0.136364
17456,31427,0.130435
17456,25799,0.130435
17456,20363,0.130435
17456,20218,0.125000
9425,9623,0.135864
9425,2395,0.134082
9425,3309,0.105845
9425,6374,0.104762
9425,2751,0.104020
9425,4354,0.093599
9425,2996,0.091473
9425,1670,0.091410
9425,5536,0.084607
9425,248,0.084574
9425,6473,0.082505
9425,4544,0.081986
9425,2762,0.078864
9425,3303,0.078822
9425,6242,0.078078
9425,2396,0.078000
9425,4027,0.077954
9425,4877,0.076741
9425,5984,0.076087
9425,4363,0.075846
18881,18873,0.075000
18881,22864,0.070423
18881,24196,0.070175
18881,18846,0.068966
18881,25950,0.063492
18881,7973,0.062500
18881,3763,0.060000
18881,20436,0.059701
18881,11237,0.058442
18881,19633,0.055556
18881,17194,0.053191
18881,14449,0.051724
18881,22847,0.051724
18881,14045,0.050000
18881,14996,0.050000
18881,21319,0.049383
18881,16475,0.049180
18881,27934,0.049180
18881,18847,0.048387
18881,12999,0.048193
16047,9374,0.121827
16047,5428,0.106274
16047,12153,0.105485
16047,10288,0.102410
16047,13992,0.102151
16047,13534,0.102041
16047,19547,0.100877
16047,11794,0.100000
16047,16049,0.094488
16047,8749,0.091667
16047,7279,0.090129
16047,17291,0.089888
16047,14713,0.089109
16047,13825,0.086124
16047,13924,0.085821
16047,17302,0.085106
16047,13180,0.084942
16047,6732,0.084444
16047,10074,0.082996
16047,6973,0.082474
21279,14728,0.105263
21279,10034,0.075000
21279,21643,0.069767
21279,16655,0.056338
21279,23823,0.046154
21279,10056,0.045455
21279,15874,0.043478
21279,10006,0.037975
21279,5471,0.037500
21279,15553,0.034884
21279,9059,0.033898
21279,18825,0.029412
21279,11046,0.029197
21279,4389,0.028777
21279,10350,0.027972
21279,6732,0.025641
21279,15863,0.025210
21279,15853,0.023438
21279,11869,0.021583
21279,9715,0.021127
2320,2819,0.133296
2320,3630,0.132705
2320,4451,0.128230
2320,5730,0.127880
2320,2228,0.125871
2320,5751,0.121230
2320,10199,0.119729
2320,2816,0.118452
2320,2625,0.116667
2320,2344,0.114196
2320,3813,0.112509
2320,2543,0.109924
2320,2235,0.109653
2320,8989,0.105002
2320,2830,0.103905
2320,3038,0.102168
2320,4452,0.102050
2320,2229,0.101821
2320,1511,0.101090
2320,4599,0.098136
22217,25330,0.400000
22217,31229,0.400000
22217,25322,0.333333
22217,26623,0.307692
22217,31205,0.272727
22217,31237,0.272727
22217,28191,0.272727
22217,25381,0.272727
22217,25532,0.272727
22217,22234,0.272727
22217,26734,0.272727
22217,31235,0.272727
22217,26762,0.272727
22217,31181,0.250000
22217,31216,0.250000
22217,10668,0.250000
22217,25426,0.250000
22217,19810,0.250000
22217,26294,0.250000
22217,30341,0.250000
19295,19460,0.136364
19295,13608,0.044776
19295,22069,0.043478
19295,12810,0.041096
19295,19094,0.039474
19295,19529,0.037037
19295,15195,0.035294
19295,16366,0.032967
19295,12333,0.028902
19295,17489,0.017143
19295,4028,0.015075
19295,12931,0.014563
19295,7304,0.013793
19295,9236,0.012658
19295,12420,0.012397
19295,8015,0.011538
19295,5583,0.010830
19295,8187,0.010753
19295,2059,0.010390
19295,3014,0.009828
31970,28286,0.300000
31970,27094,0.272727
31970,18956,0.272727
31970,15486,0.230769
31970,19297,0.083333
31970,4028,0.020833
31970,6086,0.012500
31970,4027,0.009464
31970,9623,0.007042
31970,8850,0.005525
31970,7494,0.005515
31970,2395,0.005297
31970,3786,0.003628
31970,3790,0.003475
31970,6452,0.003405
31970,1804,0.003212
31970,3336,0.002280
31970,5808,0.001960
31970,3303,0.001868
31970,619,0.001678
1213,1345,0.163167
1213,2924,0.157667
1213,1872,0.157189
1213,1834,0.152231
1213,2521,0.151800
1213,2224,0.151160
1213,342,0.141492
1213,2700,0.133886
1213,1191,0.133760
1213,2303,0.133711
1213,1085,0.133448
1213,3229,0.133363
1213,1506,0.133254
1213,300,0.132518
1213,1832,0.132421
1213,359,0.132139
1213,2814,0.132115
1213,1223,0.131976
1213,2493,0.130640
1213,1356,0.130640
22559,29049,0.190476
22559,21256,0.157895
22559,14616,0.148148
22559,32039,0.142857
22559,24173,0.142857
22559,24160,0.136364
22559,31436,0.130435
22559,8532,0.125000
22559,8709,0.125000
22559,8691,0.125000
22559,22496,0.125000
22559,24202,0.122449
22559,22099,0.121212
22559,20363,0.120000
22559,23686,0.120000
22559,25799,0.120000
22559,31427,0.120000
22559,8063,0.117647
22559,8719,0.115385
22559,20218,0.115385
32690,22818,0.300000
32690,4816,0.017751
32690,6218,0.009029
32690,6213,0.008230
32690,3014,0.007481
32690,7913,0.006623
32690,7646,0.004950
32690,3990,0.003822
32690,3010,0.003300
32690,4669,0.003243
32690,5002,0.002459
32690,4855,0.002126
32690,2766,0.001942
32690,2934,0.001933
32690,3462,0.001873
32690,1832,0.001821
32690,5038,0.001779
32690,567,0.001736
32690,3469,0.001728
32690,3433,0.001591
16930,20102,0.100000
16930,13648,0.082192
16930,18456,0.080000
16930,26256,0.076923
16930,8571,0.074627
16930,28729,0.072727
16930,15453,0.070175
16930,22516,0.068182
16930,22879,0.066667
16930,26805,0.062500
16930,26757,0.060000
16930,16922,0.057971
16930,19167,0.057143
16930,21452,0.056604
16930,16582,0.054545
16930,8899,0.053333
16930,12968,0.052632
16930,14595,0.052239
16930,15449,0.050847
16930,27101,0.047619
735,746,0.343195
735,736,0.306779
735,689,0.296898
735,765,0.282127
735,798,0.267144
735,684,0.260641
735,5606,0.256600
735,615,0.239358
735,764,0.239280
735,828,0.238276
735,695,0.238065
735,2021,0.237670
735,775,0.237490
735,575,0.236878
735,800,0.234285
735,797,0.232318
735,810,0.231906
735,618,0.226749
735,790,0.224407
735,788,0.222647
8673,8709,0.769231
8673,8532,0.769231
8673,8691,0.769231
8673,8730,0.769231
8673,8611,0.692308
8673,8601,0.692308
8673,8674,0.692308
8673,8633,0.692308
8673,8483,0.692308
8673,8713,0.692308
8673,8643,0.692308
8673,8639,0.692308
8673,8671,0.692308
8673,8719,0.666667
8673,8603,0.666667
8673,8631,0.642857
8673,8718,0.642857
8673,8576,0.642857
8673,8728,0.642857
8673,8554,0.625000
21384,19989,0.151515
21384,26588,0.136364
21384,30238,0.130435
21384,21830,0.125000
21384,26109,0.125000
21384,21083,0.120000
21384,29643,0.120000
21384,21891,0.120000
21384,29526,0.120000
21384,31332,0.120000
21384,19693,0.120000
21384,21729,0.120000
21384,21731,0.115385
21384,21741,0.115385
21384,27493,0.115385
21384,21849,0.111111
21384,26299,0.111111
21384,9437,0.105263
21384,19986,0.103448
21384,21735,0.100000
13892,29089,0.120000
13892,28006,0.100000
13892,29623,0.096774
13892,16959,0.090909
13892,11678,0.083333
13892,14355,0.073171
13892,18176,0.073171
13892,19433,0.071429
13892,13318,0.071429
13892,18870,0.069767
13892,7482,0.065217
13892,15600,0.062500
13892,7347,0.062500
13892,11655,0.060000
13892,13880,0.056604
13892,7528,0.054545
13892,13331,0.053571
13892,23078,0.051724
13892,18178,0.050000
13892,11642,0.050000
7890,4849,0.237809
7890,7880,0.172503
7890,4880,0.169231
7890,6181,0.151149
7890,6969,0.145972
7890,5850,0.137255
7890,4870,0.124317
7890,4872,0.122581
7890,5028,0.122167
7890,5458,0.119540
7890,4844,0.118906
7890,7902,0.118182
7890,7878,0.118168
7890,4947,0.116095
7890,4882,0.115533
7890,1801,0.112760
7890,4987,0.111983
7890,7869,0.106635
7890,4787,0.105775
7890,5048,0.105230
14552,15090,0.097087
14552,10827,0.076233
14552,10735,0.075342
14552,8936,0.074627
14552,10711,0.070652
14552,10706,0.066667
14552,5831,0.063545
14552,10840,0.063158
14552,10817,0.062500
14552,16584,0.061224
14552,10174,0.061033
14552,23431,0.060870
14552,15967,0.060606
14552,28787,0.060345
14552,12413,0.060071
14552,12432,0.059140
14552,6884,0.059016
14552,15172,0.058824
14552,10808,0.058824
14552,22603,0.058394
27959,31858,0.136364
27959,24030,0.133333
27959,31342,0.133333
27959,19004,0.108108
27959,12302,0.103448
27959,31819,0.100000
27959,21454,0.096774
27959,9314,0.092308
27959,30182,0.088235
27959,27972,0.086957
27959,28992,0.085714
27959,26899,0.083333
27959,15238,0.080000
27959,25894,0.078947
27959,24149,0.076923
27959,24983,0.073171
27959,12662,0.071429
27959,11360,0.069767
27959,15241,0.067797
27959,24084,0.066667
23678,23669,0.230769
23678,15435,0.157895
23678,26790,0.150000
23678,29105,0.136364
23678,28975,0.103448
23678,15841,0.076923
23678,16632,0.066667
23678,23583,0.066667
23678,12956,0.045455
23678,3493,0.040541
23678,18639,0.038462
23678,4571,0.034884
23678,18457,0.034483
23678,13494,0.033708
23678,15304,0.030928
23678,13905,0.030303
23678,12170,0.029126
23678,9933,0.025316
23678,7486,0.024793
23678,15944,0.022727
31494,32502,0.400000
31494,32525,0.375000
31494,15644,0.300000
31494,23808,0.272727
31494,6887,0.187500
31494,27385,0.157895
31494,7671,0.136364
31494,26781,0.125000
31494,6863,0.121212
31494,22077,0.115385
31494,27315,0.114286
31494,20813,0.100000
31494,19574,0.088235
31494,21546,0.076923
31494,18103,0.076923
31494,19613,0.075000
31494,6752,0.071429
31494,10851,0.066667
31494,15318,0.065217
31494,14158,0.062500
18125,6052,0.073171
18125,13329,0.065217
18125,18903,0.054545
18125,7482,0.053571
18125,16900,0.053333
18125,24614,0.050847
18125,16930,0.046154
18125,8496,0.044118
18125,11642,0.042857
18125,7338,0.041096
18125,14510,0.040541
18125,12953,0.040000
18125,18071,0.039604
18125,13300,0.035714
18125,7422,0.035714
18125,12961,0.034091
18125,20123,0.031915
18125,11931,0.030928
18125,19122,0.030303
18125,5870,0.029703
18612,12751,0.019355
18612,9397,0.009934
18612,7656,0.008147
18612,13827,0.007895
18612,7780,0.007792
18612,4648,0.007692
18612,6317,0.006224
18612,5904,0.005747
18612,7046,0.004739
18612,6969,0.004518
18612,7647,0.004360
18612,6709,0.003835
18612,9922,0.003831
18612,3416,0.003774
18612,11349,0.003444
18612,9274,0.003444
18612,6471,0.003099
18612,6012,0.002791
18612,5048,0.002525
18612,6636,0.002421
12921,15614,0.083086
12921,15023,0.060150
12921,6807,0.059701
12921,11741,0.057143
12921,13415,0.055866
12921,8848,0.055394
12921,13707,0.054054
12921,7880,0.053892
12921,13222,0.052941
12921,7878,0.052486
12921,6180,0.048930
12921,19094,0.048458
12921,4907,0.048429
12921,11254,0.047893
12921,15024,0.047794
12921,6152,0.046832
12921,3743,0.046544
12921,15010,0.046154
12921,7364,0.045830
12921,7360,0.045752
9765,9814,0.065789
9765,14116,0.064516
9765,9734,0.060000
9765,12500,0.055556
9765,9743,0.050847
9765,9415,0.046875
9765,20928,0.045045
9765,18532,0.044643
9765,9812,0.044444
9765,2567,0.044335
9765,11139,0.044118
9765,9752,0.042857
9765,9706,0.042254
9765,11216,0.042254
9765,9802,0.040000
9765,14907,0.039474
9765,4474,0.038835
9765,17313,0.038835
9765,9209,0.036697
9765,9377,0.036585
22996,18479,0.357143
22996,31860,0.085714
22996,24576,0.085714
22996,24577,0.078947
22996,30069,0.076923
22996,19793,0.076923
22996,23375,0.075472
22996,26930,0.075000
22996,20564,0.067797
22996,12556,0.064516
22996,24104,0.063830
22996,24534,0.062500
22996,18406,0.056604
22996,9488,0.055556
22996,19950,0.055556
22996,15406,0.053763
22996,27972,0.053571
22996,20435,0.053333
22996,24907,0.052632
22996,16502,0.051724
15589,23665,0.157895
15589,24028,0.111111
15589,16912,0.104167
15589,30021,0.103448
15589,21603,0.100000
15589,29585,0.100000
15589,27286,0.093750
15589,19689,0.090909
15589,10936,0.088235
15589,18351,0.085714
15589,28333,0.085714
15589,19603,0.069767
15589,15600,0.069767
15589,15939,0.064516
15589,6428,0.062500
15589,17344,0.060000
15589,6044,0.057692
15589,16580,0.057692
15589,15575,0.049180
15589,16584,0.046875
24145,28431,0.250000
24145,24136,0.222222
24145,28769,0.214286
24145,24131,0.200000
24145,21411,0.176471
24145,15343,0.173913
24145,24069,0.157895
24145,24140,0.137931
24145,23043,0.133333
24145,27634,0.125000
24145,24089,0.125000
24145,28729,0.111111
24145,19894,0.105263
24145,22089,0.105263
24145,14191,0.096774
24145,28816,0.090909
24145,20103,0.088889
24145,18481,0.088235
24145,24667,0.088235
24145,19497,0.076923
31237,25330,0.428571
31237,31205,0.428571
31237,31235,0.428571
31237,31229,0.428571
31237,30341,0.375000
31237,19810,0.375000
31237,31181,0.375000
31237,26677,0.375000
31237,32120,0.375000
31237,26294,0.375000
31237,31216,0.375000
31237,31201,0.333333
31237,29790,0.333333
31237,25322,0.333333
31237,26682,0.300000
31237,27780,0.300000
31237,31174,0.300000
31237,24374,0.300000
31237,21527,0.272727
31237,14424,0.272727
3814,4441,0.158473
3814,9970,0.153796
3814,7151,0.149957
3814,4421,0.141854
3814,5753,0.138636
3814,2786,0.128143
3814,3823,0.126677
3814,4433,0.126265
3814,10368,0.126221
3814,4462,0.124766
3814,6284,0.124493
3814,4111,0.122807
3814,4230,0.121099
3814,11907,0.121014
3814,4424,0.115385
3814,6204,0.114313
3814,9558,0.114286
3814,3810,0.114269
3814,3131,0.113418
3814,5759,0.113119
3482,3496,0.116654
3482,3248,0.104698
3482,7200,0.102731
3482,3452,0.100954
3482,5428,0.100796
3482,9525,0.100000
3482,4599,0.099053
3482,7694,0.099044
3482,2347,0.098893
3482,6551,0.098756
3482,5690,0.098225
3482,10426,0.097812
3482,10074,0.097006
3482,7756,0.096280
3482,11889,0.095498
3482,13827,0.093560
3482,9626,0.092949
3482,6132,0.091867
3482,5314,0.091633
3482,6024,0.091346
2831,4242,0.207389
2831,1719,0.204095
2831,2634,0.168594
2831,3124,0.165632
2831,2101,0.163524
2831,2787,0.159889
2831,4021,0.151041
2831,2776,0.146403
2831,1222,0.145337
2831,1182,0.142745
2831,1476,0.139743
2831,2097,0.139465
2831,1223,0.139157
2831,1727,0.135917
2831,1521,0.133476
2831,849,0.133440
2831,2095,0.133087
2831,312,0.132872
2831,2177,0.132827
2831,2786,0.131562
28937,21083,0.093750
28937,14906,0.090909
28937,17418,0.088235
28937,26843,0.086957
28937,14986,0.085714
28937,20282,0.081081
28937,21990,0.074074
28937,25008,0.071429
28937,27489,0.068182
28937,19566,0.066667
28937,25584,0.065217
28937,19598,0.065217
28937,20047,0.063830
28937,14216,0.059701
28937,14999,0.059701
28937,14738,0.057971
28937,23818,0.056604
28937,13987,0.055556
28937,22057,0.055556
28937,9366,0.052632
11459,11450,0.075229
11459,3850,0.074534
11459,11079,0.072643
11459,6391,0.070071
11459,11435,0.068273
11459,3406,0.066516
11459,11453,0.066225
11459,5242,0.063518
11459,2175,0.063465
11459,9965,0.062133
11459,5713,0.062127
11459,6394,0.059406
11459,4072,0.059181
11459,6514,0.058824
11459,5507,0.058632
11459,11430,0.058601
11459,3801,0.058600
11459,10298,0.056566
11459,5244,0.056128
11459,1262,0.055781
9009,9007,0.187348
9009,9344,0.136364
9009,8980,0.135021
9009,20853,0.130435
9009,26102,0.123288
9009,16115,0.109244
9009,14699,0.108696
9009,8982,0.106383
9009,8979,0.104623
9009,9705,0.103286
9009,12139,0.098361
9009,19251,0.095745
9009,7233,0.091803
9009,12751,0.090604
9009,12006,0.088496
9009,14213,0.086777
9009,26364,0.086735
9009,9377,0.086022
9009,11056,0.081481
9009,9040,0.079545
28621,30326,0.384615
28621,22019,0.235294
28621,27225,0.210526
28621,30335,0.200000
28621,32442,0.187500
28621,22024,0.187500
28621,22853,0.176471
28621,32412,0.176471
28621,25630,0.176471
28621,32254,0.157895
28621,31419,0.142857
28621,27493,0.142857
28621,21754,0.137931
28621,21686,0.133333
28621,19754,0.125000
28621,17031,0.120000
28621,26568,0.111111
28621,22194,0.107143
28621,19704,0.100000
28621,19566,0.090909
26476,12930,0.100000
26476,1982,0.008357
26476,3780,0.006897
26476,3757,0.005764
26476,4960,0.005674
26476,5934,0.005505
26476,3671,0.005333
26476,5028,0.005025
26476,3673,0.004815
26476,4907,0.004724
26476,3676,0.004380
26476,3753,0.004281
26476,8851,0.003871
26476,2710,0.003521
26476,5586,0.003465
26476,6646,0.003352
26476,9862,0.003191
26476,6166,0.002988
26476,6054,0.002953
26476,2402,0.002947
30617,30619,0.272727
30617,10979,0.046875
30617,17778,0.042254
30617,13281,0.032258
30617,12432,0.031579
30617,15797,0.030000
30617,8221,0.028846
30617,12430,0.028571
30617,11011,0.026549
30617,13617,0.026316
30617,13228,0.026087
30617,13092,0.022059
30617,17541,0.020833
30617,5154,0.019868
30617,9920,0.018634
30617,11003,0.015789
30617,10897,0.014286
30617,18719,0.012658
30617,3688,0.012245
30617,5881,0.011236
14821,19052,0.106383
14821,18067,0.103448
14821,14734,0.103448
14821,12201,0.102273
14821,12500,0.101695
14821,18532,0.099174
14821,29095,0.098361
14821,23823,0.092784
14821,15028,0.088608
14821,13825,0.084615
14821,21122,0.084337
14821,8039,0.083333
14821,9792,0.082524
14821,17304,0.082192
14821,26368,0.082192
14821,26380,0.081081
14821,20034,0.080000
14821,12153,0.079755
14821,18801,0.079646
14821,20297,0.079545
20835,7083,0.100000
20835,20532,0.035294
20835,15192,0.034483
20835,20806,0.030928
20835,15115,0.020134
20835,6267,0.019868
20835,11630,0.014286
20835,5456,0.009317
20835,8300,0.009146
20835,11647,0.007833
20835,2291,0.007547
20835,1981,0.007143
20835,8263,0.006838
20835,13114,0.006494
20835,7656,0.006048
20835,7374,0.005941
20835,1788,0.005758
20835,5904,0.005703
20835,7494,0.005484
20835,6041,0.005226
30144,22029,0.150000
30144,30268,0.150000
30144,32261,0.142857
30144,30291,0.142857
30144,30299,0.136364
30144,25106,0.136364
30144,30296,0.136364
30144,12233,0.130435
30144,19164,0.130435
30144,15710,0.130435
30144,12220,0.125000
30144,27941,0.125000
30144,31337,0.125000
30144,26052,0.120000
30144,30298,0.120000
30144,28172,0.120000
30144,12196,0.120000
30144,15814,0.117647
30144,29821,0.115385
30144,16005,0.115385
30358,20415,0.272727
30358,26042,0.266667
30358,20405,0.250000
30358,19115,0.250000
30358,23530,0.222222
30358,19135,0.208333
30358,19111,0.200000
30358,20412,0.200000
30358,28160,0.166667
30358,20411,0.142857
30358,17411,0.112676
30358,16863,0.076923
30358,7385,0.069767
30358,13449,0.057692
30358,20662,0.041096
30358,13497,0.021127
30358,9685,0.020979
30358,10631,0.018634
30358,12393,0.017699
30358,12391,0.017544
17966,5593,0.006623
17966,4724,0.002560
17966,3615,0.002116
17966,3327,0.001999
17966,817,0.001228
17966,4007,0.000906
17966,696,0.000711
17966,895,0.000706
17966,808,0.000680
17966,727,0.000645
17966,1924,0.000620
17966,1847,0.000550
17966,878,0.000491
17966,1748,0.000461
17966,747,0.000442
17966,815,0.000423
17966,827,0.000397
17966,489,0.000362
17966,460,0.000302
17966,1305,0.000260
25384,2068,0.055556
25384,13688,0.038462
25384,10539,0.031915
25384,8928,0.022901
25384,10570,0.009119
25384,11647,0.007833
25384,6439,0.006739
25384,2291,0.005650
25384,1962,0.005495
25384,1961,0.004732
25384,2001,0.004335
25384,9244,0.004323
25384,6705,0.004098
25384,916,0.004060
25384,6445,0.004027
25384,5879,0.003947
25384,6434,0.003636
25384,3686,0.003300
25384,4678,0.003119
25384,6337,0.003053
19411,15297,0.044776
19411,13863,0.018293
19411,5831,0.013761
19411,6205,0.011321
19411,6843,0.006356
19411,6471,0.004124
19411,6112,0.003896
19411,7038,0.003513
19411,4014,0.003300
19411,4678,0.003122
19411,9586,0.002749
19411,3983,0.002656
19411,7889,0.002611
19411,6700,0.002473
19411,482,0.002176
19411,706,0.002078
19411,667,0.002075
19411,6294,0.001955
19411,707,0.001846
